Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
579,1.0,0.5638,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['allcaps', 'himbauan', 'allcaps', 'masyarakat', 'pamoyanan', 'ibadah', 'putus', 'rantai', 'sebar', 'wabah', 'sakit', 'covid', 'number']"
580,5.0,0.9452,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['mekanisme', 'bentuk', 'desa', 'tanggap', 'allcaps', 'covid', 'allcaps', 'number', 'rawan', 'desa', 'lawan', 'allcaps', 'covid', 'allcaps', 'number']"
581,4.0,0.8248,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['mari', 'basmi', 'kegabutan', 'covid']"
582,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['akibat', 'nya', 'tahu', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'akibat', 'warga', 'takut']"
583,3.0,0.8905,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['iya', 'rumah', 'rumah', 'rumah', 'akuautocorrect', 'versi', 'covid']"
584,3.0,0.9326,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['hah', 'pergi', 'la', 'gunting', 'rambut', 'repeated', 'arini', 'pergi', 'sok', 'lusa', 'positive', 'covid']"
585,0.0,0.6834,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['informatorium', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'maret', 'number']"
586,4.0,0.8748,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['putus', 'wabah', 'covid', 'number', 'rumah', 'repeated']"
587,0.0,0.9687,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['selamat', 'malam', 'travelers', 'repeated', 'pandemi', 'covid', 'number', 'gardi', 'tour', 'standby', 'iya', 'travelers', 'repeated', 'allcaps', 'wfh', 'allcaps', 'senin', 'jumat', 'number', 'number', 'informasi', 'putar', 'traveling', 'hubung', 'number', 'number', 'number']"
588,3.0,0.965,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['negara', 'covid', 'org', 'nya', 'aneh', 'rusuh', 'provokator', 'salah', 'sih', 'perintah', 'sosialisasi', 'kemasy', 'hormat', 'tenaga', 'medis', 'puter', 'sinetron', 'keras', 'masyaraktnya', 'keras', 'elongated', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
589,4.0,0.9583,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['datang', 'hadir', 'menggucang', 'dunia', 'repeated', 'kuasa', 'tahan', 'arus', 'engkau', 'sebar', 'covid', 'number', 'kuasa', 'alloh', 'iya', 'alloh', 'izin', 'nikmat', 'ramadhan', 'sebentar']"
590,3.0,0.9514,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['heran', 'iya', 'daerah', 'jateng', 'positif', 'covid', 'baru', 'lumayan', 'kasus', 'acara', 'gowa', 'dicancel', 'iya', 'acara', 'iya', 'kayak', 'bulan']"
591,0.0,0.9326,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'tindak', 'konsekuensi', 'allcaps', 'baca', 'paham', 'manusia', 'bicara', 'tindak', 'hati', 'hati', 'serampang']"
592,5.0,0.8248,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['sedap', 'nama', 'covid', 'lee']"
593,3.0,0.9485,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['erm', 'simpan', 'la', 'rambut', 'bile', 'covid', 'number', 'hilang', 'allcaps', 'pkp', 'allcaps', 'takde', 'la', 'tunggu', 'umi', 'bising']"
594,2.0,0.8541,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['covid', 'dentum', 'gunung', 'rap', 'happy']"
595,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['cegah', 'sebar', 'covid', 'number', 'lanud', 'allcaps', 'zam', 'allcaps', 'distribusi', 'allcaps', 'apd', 'allcaps']"
596,4.0,0.9513,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pandemi', 'covid', 'number', 'ajar', 'orang', 'sabar', 'syukur', 'hemat', 'ajar', 'kaum', 'hawa', 'awat', 'rindu', 'rindu', 'aktivitas', 'luar', 'rumah']"
597,6.0,0.9513,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['putus', 'cipta', 'kluster', 'repeated', 'ada', 'sebahagian', 'menteri', 'libat', 'dasar', 'objektif', 'allcaps', 'mco', 'allcaps', 'cegah', 'wabak', 'covid', 'number']"
598,4.0,0.9583,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['do', 'sehat', 'wal', 'afiat', 'musibah', 'covid', 'sgr', 'jk', 'allah', 'panggil', 'cepat', 'iya', 'ikhlas', 'takdir', 'baik', 'reuni', 'reuni', 'dunia', 'boleh', 'repeated']"
599,1.0,0.9583,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['jenazah', 'tenaga', 'medis', 'covid', 'tolak', 'warga', 'dimakamin', 'lingkung', 'warga', 'pikir', 'gitu', 'tenaga', 'medis', 'cok', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
600,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['bantu', 'ngerawat', 'pasien', 'covid', 'bin', 'pakek', 'apd', 'wkwk']"
601,1.0,0.8749,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['jugaa', 'daerah', 'covid', 'stay', 'safe', 'iya']"
602,0.0,0.9374,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['lihat', 'video', 'versi', 'penuh', 'nyasebetulnya', 'vitamin', 'obat', 'an', 'dukung', 'spesifik', 'obat', 'covid', 'number']"
603,3.0,0.8249,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['dinas', 'sosial', 'ras', 'banget']"
604,6.0,0.9602,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'sebar', 'virus', 'covid', 'number', 'dngan', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'bersih', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
605,3.0,0.9781,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['gara', 'donasi', 'rumah', 'sakit', 'batuk', 'langsung', 'parno', 'repeated', 'td', 'allcaps', 'rsu', 'allcaps', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'mah', 'batuk', 'akibat', 'minum', 'dingin', 'mulu', 'kmrn', 'mak', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'sekelurga', 'kabur', 'krmh', 'abang', 'ruang_isolasi', 'ruang_isolasi', 'ruang_isolasi']"
606,4.0,0.9562,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['dear', 'ojol', 'hidup', 'susah', 'covid', 'number', 'pulung', 'tukang', 'jual', 'susah', 'banding', 'ayo', 'main', 'main', 'daerah', 'rumah', 'pasrah', 'mati', 'lapar']"
607,2.0,0.9635,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['aing', 'heran', 'orang', 'nolak', 'jenazah', 'korban', 'covid', 'number', 'main', 'nongki', 'makam', 'takut', 'virus', 'jalan', 'makam', 'ngetok', 'pintu', 'rumah', 'masing', 'warga', 'cuy', 'bingung', 'aing']"
608,4.0,0.5143,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['hasil', 'lapor', 'dinas', 'sehat', 'kabupaten', 'kota', 'rs', 'rujuk', 'covid', 'allcaps', 'diy', 'allcaps', 'update', 'sabtu', 'tanggal', 'date', 'pkl', 'number', 'allcaps', 'wib', 'allcaps']"
609,6.0,0.9485,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['menteri', 'bincang', 'kakak', 'repeated', 'mcm', 'raja', 'de', 'whatsapp', 'group', 'covid', 'senang', 'rebak', 'pasal', 'kampung', 'kena', 'kurung']"
610,2.0,0.5711,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['lapor', 'mati', 'akibat', 'covid', 'number', 'wali', 'kota', 'masyarakat', 'dukung', 'upaya', 'cegah', 'covid', 'number']"
611,7.0,0.9514,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['tetap', 'semangat', 'saudara', 'ku', 'mukmin', 'mukmin', 'bangun', 'susun', 'rapi', 'bagi', 'kuat', 'beliau', 'rekat', 'jari', 'jemari', 'repeated', 'follow']"
612,2.0,0.9124,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['tuju', 'mmg', 'smua', 'kes', 'putus', 'rantai', 'covid', 'be', 'strong']"
613,5.0,0.9416,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['date', 'sabtu', 'tugas', 'kawasan', 'tumpuanatm', 'pasar', 'raya', 'pasar', 'awam', 'allcaps', 'pkp', 'allcaps', 'fasa', 'number']"
614,4.0,0.927,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['covid', 'number', 'dampak', 'negatif', 'ekonomi', 'ujung', 'ujung', 'terima', 'negara', 'kena', 'imbas']"
615,5.0,0.9326,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['warga', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'pasca', 'hadir', 'nikah', 'tenggarong', 'jelas', 'kadinkes']"
616,5.0,0.9513,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['sikap', 'gubernur', 'hormat', 'tenaga', 'medis', 'tinggal', 'akibat', 'covid', 'number', 'siap', 'makam', 'taman', 'makam', 'pahlawan', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
617,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['ayo', 'lawan', 'covid', 'number', 'dengam', 'jauh', 'ramai', 'dekat', 'sepi', 'repeated', 'hati']"
618,4.0,0.9649,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['konteks', 'cakap', 'maksud', 'negara', 'perintah', 'pusat', 'plg', 'tanggung', 'atas', 'skala', 'nasional', 'pandemic', 'covid', 'number', 'local', 'government', 'tingkat', 'provinsi', 'lurah', 'mngingat', 'kewenangn', 'anggar', 'relatif', 'batas']"
619,0.0,0.927,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['number', 'mantap', 'elongated', 'kasih', 'hbs', 'covid', 'skg', 'cari', 'ilham', 'la', 'haha']"
620,4.0,0.9635,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['co', 'allcaps', 'ceo', 'allcaps', 'gojek', 'kevin', 'aluwi', 'aktivitas', 'masyarakat', 'ibukota', 'lambat', 'laku', 'batas', 'sosial', 'skala', 'allcaps', 'psbb', 'allcaps', 'tekan', 'sebar', 'covid', 'number', 'lengkap']"
621,3.0,0.9687,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['update', 'number', 'number', 'number', 'wib', 'covid', 'number', 'tuban', 'allcaps', 'pdp', 'allcaps', 'camat', 'plumpang', 'rawat', 'allcaps', 'rsud', 'allcaps', 'tuban', 'number', 'allcaps', 'pdp', 'allcaps', 'number', 'orang', 'positif', 'baik', 'berkatifitas']"
622,3.0,0.8005,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['masuk', 'ruang', 'isolasi', 'covid', 'number', 'ruang_isolasi', 'ruang_isolasi', 'ruang_isolasi']"
623,0.0,0.9374,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['covid', 'number', 'alumni', 'relief', 'fund', 'bahagia', 'bagi', 'sahabat', 'alumni', 'allcaps', 'dpw', 'jabodetabek', 'allcaps']"
624,6.0,0.8539,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['allcaps', 'covid', 'woy', 'elongated', 'allcaps']"
625,7.0,0.9583,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['korang', 'degil', 'gitu', 'je', 'nak', 'duduk', 'diam', 'kat', 'rumah', 'hahaha', 'harap', 'harap', 'korang', 'kene', 'covid', 'je', 'hahaha', 'mati', 'je', 'korang']"
626,6.0,0.9027,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['antisipasi', 'sebar', 'virus', 'covid', 'number', 'arah', 'gubernur', 'jatim']"
627,5.0,0.9124,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['otak', 'dagang', 'covid', 'asli', 'padang', 'pandai', 'dagang', 'repeated', 'hehehe']"
628,6.0,0.708,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['lg', 'covid']"
629,6.0,0.9123,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['anak', 'bulu', 'sakit', 'tengah', 'covid', 'gin', 'pikir', 'kacau', 'banget']"
630,3.0,0.9452,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['ayo', 'cegah', 'virus', 'covid', 'number', 'repeated', 'rindu', 'keluarga', 'saudara', 'video', 'colltunda', 'allcaps', 'mudikmuuntuk', 'indonesia', 'allcaps']"
631,4.0,0.9203,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['langsung', 'ustadz', 'abdul', 'rahman', 'mubarak', 'lc', 'bahas', 'fiqih', 'covid', 'number']"
632,2.0,0.6264,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['mohon', 'doa', 'wabah', 'covid', 'number', 'sgr', 'umat', 'islam', 'sambut', 'ramadhan', 'tenang']"
633,7.0,0.9452,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['tengok', 'betapa', 'besar', 'tugas', 'time', 'covid', 'number', 'orang', 'buah', 'hubung', 'cinta', 'tulah', 'takda', 'nak', 'kisah']"
634,3.0,0.9562,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['number', 'langkah', 'perintah', 'ubah', 'ubah', 'rencana', 'hadap', 'pandemi', 'covid', 'number', 'buka', 'topeng', 'potret', 'sosok', 'kuasa', 'adab', 'sekuler', 'negara', 'demokrasi']"
635,0.0,0.854,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['barber', 'share', 'virus', 'covid', 'number']"
636,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['semenjak', 'pandemi', 'covid', 'number', 'chef', 'dada', 'instagram', 'repeated']"
637,5.0,0.9204,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['bantu', 'keluarga', 'dampak', 'covid', 'allcaps', 'pkb', 'allcaps', 'kuningan', 'bidik', 'keluarga']"
638,4.0,0.9539,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['halo', 'gerak', 'lawan', 'covid', 'number', 'ayo', 'juang', 'informasi', 'indonesia', 'butuh', 'kelola', 'admin', 'situs', 'milik', 'blog', 'personal', 'citizen', 'journalist']"
639,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['bilang', 'alami', 'simptom', 'banding', 'berat', 'gelar', 'faktor', 'potensi', 'pangkin']"
640,2.0,0.8905,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['wakakakkaka', 'repeated', 'puter', 'cahaya', 'tolong', 'time', 'covid']"
641,4.0,0.9676,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['seriously', 'orang', 'aware', 'mohon', 'baca', 'artikel', 'straitstime', 'deh', 'bayang', 'number', 'orang', 'number', 'juta', 'duduk', 'representasi', 'asli', 'derita', 'covid', 'number', 'number', 'juta', 'duduk', 'number', 'juta', 'duduk', 'indonesia']"
642,5.0,0.9027,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['tbh', 'pergi', 'beli', 'barang', 'essential', 'pon', 'kena', 'covid']"
643,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['kucil', 'allcaps', 'odp', 'allcaps', 'allcaps', 'pdp', 'allcaps', 'covid', 'number']"
644,5.0,0.678,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['bantu', 'ntuk', 'langgan', 'khusus', 'pijat', 'tradisional', 'sehat', 'covid', 'diskon', 'percent', 'tarif', 'normal', 'repeated', 'moga', 'bantu', 'butuh', 'tingkat', 'allcaps', 'imunitas', 'allcaps', 'mhn', 'retweet', 'iya', 'biar', 'bantu']"
645,0.0,0.9416,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['salam', 'olahragatugas', 'jas', 'number', 'minggu', 'iya', 'guys', 'materi', 'sakit', 'menularsub', 'materi', 'virus', 'covid', 'temu']"
646,2.0,0.9514,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['hangpe', 'elok', 'mati', 'jelah', 'covid', 'kecik', 'taknak', 'mati', 'besor', 'susah', 'orang', 'bodoh', 'manusia', 'acah', 'elit', 'buto', 'elit']"
647,5.0,0.9619,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['ayo', 'bantu', 'tim', 'medis', 'perintah', 'tim', 'garda', 'minimalisir', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'patuh', 'atur', 'allcaps', 'psbb', 'allcaps', 'resmi', 'dijalanin', 'jumat', 'date']"
648,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['positif', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'lejit', 'drastis', 'number', 'sembuh', 'number', 'indonesia']"
649,5.0,0.9583,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['menteri', 'kesihatan', 'tambah', 'makmal', 'kesan', 'allcaps', 'covid', 'allcaps', 'number', 'baharu', 'johor', 'langkah', 'kesiapsiagaan', 'usaha', 'ekang', 'tular', 'wabak', 'negeri', 'menteri', 'kesihatan']"
650,4.0,0.9763,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['framing', 'bebas', 'dapat', 'rezim', 'otoriter', 'gerak', 'anarko', 'kemudi', 'ojol', 'gadungan', 'diksi', 'allcaps', 'pki', 'allcaps', 'diramein', 'medsos', 'bohir', 'orba', 'haus', 'kuasa', 'sdg', 'curi', 'panggung', 'tengah', 'tangan', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'ndak', 'hasil', 'pola', 'allcaps', 'basi', 'allcaps']"
651,3.0,0.7309,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['nolak', 'makam', 'jenazah', 'covid', 'moga', 'tolak', 'surga', 'iya', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
652,5.0,0.9742,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['judul', 'sinetron', 'sinetron', 'hidayah', 'azab', 'orang', 'bla', 'bla', 'bla', 'jenazah', 'tolak', 'bumi', 'berita', 'covid', 'number', 'jenazah', 'tolak', 'warga', 'allcaps', 'heh', 'warga', 'allcaps', 'repeated', 'ngadi', 'ngadi', 'gausah', 'repot', 'repeated', 'allcaps', 'hih', 'sewot', 'akutu', 'allcaps']"
653,5.0,0.927,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['warga', 'magelang', 'rawat', 'kait', 'covid', 'number', 'rs', 'budi', 'rahayu', 'tutup', 'pasien']"
654,6.0,0.5012,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['provokator', 'tolak', 'jenazah', 'covid', 'number', 'tangkap', 'polda', 'jawa', 'rinciannya']"
655,1.0,0.9326,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['update', 'covid', 'number', 'prov', 'papuasarmi', 'alami', 'naik', 'lindung', 'hamba', 'iya', 'allah', 'repeated']"
656,5.0,0.9734,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['jg', 'kadang', 'suka', 'pikir', 'kali', 'lg', 'covid', 'tbtb', 'bencana', 'gempa', 'tsunami', 'iya', 'iya', 'random', 'thoughts', 'gitu', 'heran', 'orang', 'indo', 'tau', 'fakta', 'covid', 'bilang', 'panik', 'gilir', 'mitos', 'indigo', 'lo', 'baca', 'ampe', 'selesai', 'aduh']"
657,4.0,0.8905,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['jubir', 'covid', 'number', 'warga', 'tolak', 'jenazah', 'corona']"
658,6.0,0.9123,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['malas', 'komentar', 'tau', 'lg', 'covid', 'kumpul', 'parah', 'elongated', 'repeated']"
659,5.0,0.9326,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['terima', 'langgan', 'tukang', 'gunting', 'rambut', 'tinggal', 'dunia', 'angkara', 'allcaps', 'covid', 'allcaps', 'number']"
660,4.0,0.9416,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pesan', 'cegah', 'covid', 'number', 'sorot', 'ridwan', 'kamil', 'pakai', 'masker', 'gambar', 'syahrini', 'corona', 'hus', 'sanah']"
661,3.0,0.9687,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['number', 'duga', 'provokator', 'tolak', 'jenazah', 'awat', 'semarang', 'aman', 'polisi', 'terimaksih', 'polri', 'apresiasi', 'tindak', 'polisi', 'proses', 'orang', 'menghalagi', 'makam', 'jenazah', 'covid', 'number', 'biar', 'efek', 'jera', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
